Aircraft_ID;Model;Cruise_Speed_kmh;Max_Altitude_ft;Hourly_Fuel_Consumption_l;Max_Range_km
AC_02449;A350;779.65;33498.0;2705.28;4989.0
AC_02450;Cessna172;764.7;32237.0;2247.94;4229.0
AC_02451;B787;868.57;35761.0;2337.67;5597.0
AC_02452;B737;805.96;35916.0;2799.1;5882.0
AC_02453;Cessna172;904.45;38399.0;2752.94;6196.0
AC_02454;B787;765.81;34134.0;2356.73;4759.0
AC_02455;A350;898.09;31220.0;2060.31;5964.0
AC_02456;Cessna172;891.05;36631.0;2763.78;6007.0
AC_02457;B787;855.9;36856.0;2218.05;4558.0
AC_02458;A320;745.02;37284.0;2887.55;4297.0
AC_02459;A320;763.83;37943.0;2625.81;5761.0
AC_02460;B737;862.0;37971.0;2442.02;4616.0
AC_02461;B787;838.36;33046.0;2631.54;4486.0
AC_02462;A320;886.37;38096.0;1914.39;5571.0
AC_02463;A350;846.59;34344.0;2944.07;4030.0
AC_02464;B787;842.24;36597.0;2437.24;4688.0
AC_02465;A350;728.68;35519.0;2550.09;3695.0
AC_02466;A350;891.12;33055.0;2327.06;4411.0
AC_02467;A320;817.54;37321.0;2448.77;4540.0
AC_02468;B787;830.09;34088.0;2979.4;4475.0
AC_02469;Cessna172;796.51;38718.0;2418.99;4699.0
AC_02470;A320;772.98;33474.0;2374.71;3562.0
AC_02471;A320;923.61;32991.0;2704.96;4295.0
AC_02472;B787;889.77;33674.0;2593.12;5941.0
AC_02473;B787;890.6;37990.0;2966.13;5209.0
AC_02474;A350;839.17;31866.0;1895.14;4641.0
AC_02475;B787;763.1;36826.0;2361.85;4541.0
AC_02476;A350;955.1;38665.0;2072.55;5536.0
AC_02477;A320;871.11;34661.0;2869.41;5060.0
AC_02478;B737;856.84;34214.0;2112.33;4215.0
AC_02479;Cessna172;832.04;35160.0;2598.93;4627.0
AC_02480;A320;747.77;32755.0;2107.93;4134.0
AC_02481;B787;907.08;40297.0;2350.19;4515.0
AC_02482;Cessna172;797.11;36340.0;2201.41;5480.0
AC_02483;B737;877.33;32559.0;2497.94;5409.0
AC_02484;B737;888.54;33386.0;3108.41;5720.0
AC_02485;A350;866.71;35358.0;2072.36;5100.0
AC_02486;Cessna172;873.5;32411.0;2158.71;3944.0
AC_02487;A350;917.31;31991.0;2679.09;4128.0
AC_02488;A320;810.38;35588.0;2454.15;5332.0
AC_02489;Cessna172;858.23;37012.0;2118.21;5071.0
AC_02490;A320;838.74;36830.0;2358.69;4189.0
AC_02491;A350;758.02;34881.0;2045.91;4760.0
AC_02492;Cessna172;864.32;34451.0;2352.95;6330.0
AC_02493;A350;912.56;35103.0;2208.45;5652.0
AC_02494;Cessna172;918.82;36984.0;2593.28;6049.0
AC_02495;A350;942.87;32486.0;2692.94;4175.0
AC_02496;B737;761.31;33445.0;1703.83;6169.0
AC_02497;A350;931.43;34244.0;2532.12;4636.0
AC_02498;B737;859.24;34516.0;1809.04;6101.0
AC_02499;A350;930.03;34891.0;2501.89;5251.0
AC_02500;Cessna172;830.26;34950.0;2977.46;5440.0
AC_02501;Cessna172;823.46;36348.0;2395.49;5486.0
AC_02502;Cessna172;789.24;31474.0;2576.77;5069.0
AC_02503;B787;888.8;31797.0;2721.22;5408.0
AC_02504;A320;875.72;33670.0;2732.03;4287.0
AC_02505;Cessna172;794.15;36727.0;2750.33;4910.0
AC_02506;B737;741.79;33696.0;2630.55;5546.0
AC_02507;Cessna172;870.76;34918.0;2273.89;5076.0
AC_02508;B787;876.46;35256.0;2693.33;4754.0
AC_02509;B737;800.65;35632.0;2946.98;5164.0
AC_02510;B787;790.61;38129.0;2645.48;4045.0
AC_02511;B737;882.79;36389.0;2557.04;5732.0
AC_02512;A350;942.82;36995.0;1997.54;3545.0
AC_02513;A320;825.25;34746.0;2181.07;4983.0
AC_02514;A320;806.02;37947.0;2284.37;5532.0
AC_02515;B787;864.94;35143.0;2170.39;5057.0
AC_02516;A320;881.76;31089.0;2450.7;4672.0
AC_02517;B787;831.79;39917.0;2221.43;5770.0
AC_02518;B787;951.25;35092.0;2759.88;4518.0
AC_02519;B787;895.08;36060.0;2380.38;6179.0
AC_02520;A320;830.94;32863.0;2165.3;4853.0
AC_02521;B787;770.38;39394.0;2223.18;4828.0
AC_02522;A320;915.97;33413.0;2520.53;5510.0
AC_02523;B787;909.6;34230.0;2415.35;4783.0
AC_02524;Cessna172;834.86;31942.0;2512.53;5067.0
AC_02525;B787;867.53;35729.0;2426.03;5400.0
AC_02526;B737;842.48;34437.0;3015.4;4142.0
AC_02527;B787;876.03;31913.0;2756.98;5429.0
AC_02528;A350;798.75;34865.0;2241.98;3815.0
AC_02529;B787;791.62;35190.0;1916.29;4991.0
AC_02530;B737;890.54;34505.0;2392.01;4750.0
AC_02531;B737;896.88;31358.0;2158.88;4082.0
AC_02532;A320;825.46;35582.0;1981.45;6184.0
AC_02533;Cessna172;812.54;32465.0;2691.53;5117.0
AC_02534;B787;907.38;36778.0;2496.89;4543.0
AC_02535;A320;814.24;33889.0;2836.76;5099.0
AC_02536;Cessna172;852.77;36855.0;2477.82;6741.0
AC_02537;B787;846.43;35028.0;2434.43;4303.0
AC_02538;A350;776.65;35131.0;2117.63;5461.0
AC_02539;B787;859.61;37553.0;2312.2;4360.0
AC_02540;B737;854.72;33369.0;1961.69;5338.0
AC_02541;B737;868.01;32808.0;2811.68;4539.0
AC_02542;A350;857.91;36111.0;2104.95;4886.0
AC_02543;A320;956.78;32372.0;2566.22;5111.0
AC_02544;Cessna172;908.08;33402.0;2425.99;5924.0
AC_02545;B787;851.94;31842.0;2616.6;3968.0
AC_02546;B737;856.51;37304.0;2510.34;6190.0
AC_02547;A320;938.18;32995.0;2103.17;3657.0
AC_02548;A350;893.15;33691.0;2400.19;5229.0
AC_02549;B737;788.55;32420.0;2880.03;5042.0
AC_02550;A350;897.45;34229.0;2253.05;4908.0
AC_02551;B787;912.14;34714.0;2847.24;5025.0
AC_02552;Cessna172;930.89;36652.0;2698.49;5365.0
AC_02553;B737;829.93;32356.0;2541.79;5323.0
AC_02554;B737;826.28;33798.0;2278.22;4874.0
AC_02555;B787;802.91;37845.0;2581.74;5492.0
AC_02556;A320;865.41;37082.0;2346.91;4839.0
AC_02557;Cessna172;886.64;33644.0;2831.38;5065.0
AC_02558;B737;824.33;34901.0;2113.78;5810.0
AC_02559;Cessna172;842.91;38936.0;2592.4;5831.0
AC_02560;B737;747.31;32612.0;2508.63;5733.0
AC_02561;Cessna172;925.47;31157.0;2598.56;4282.0
AC_02562;A350;771.75;33928.0;2715.33;5298.0
AC_02563;B737;868.74;34833.0;2233.52;5323.0
AC_02564;Cessna172;861.91;33396.0;2233.26;6237.0
AC_02565;A320;852.29;36954.0;2564.61;5555.0
AC_02566;A350;853.44;35421.0;2789.39;4561.0
AC_02567;A350;799.41;33791.0;2425.24;4733.0
AC_02568;A320;833.6;33922.0;2931.37;3220.0
AC_02569;Cessna172;898.45;33507.0;2410.01;4946.0
AC_02570;B787;913.26;36659.0;2286.52;4742.0
AC_02571;A320;828.95;34055.0;2636.28;4633.0
AC_02572;Cessna172;771.98;32614.0;2336.15;4454.0
AC_02573;A320;811.07;36924.0;2339.89;6076.0
AC_02574;A320;942.63;34447.0;2578.0;3119.0
AC_02575;B737;814.04;32280.0;2779.56;4112.0
AC_02576;Cessna172;845.14;38426.0;2590.7;6671.0
AC_02577;B787;920.8;36221.0;2532.49;5689.0
AC_02578;B737;823.66;35092.0;3077.07;5214.0
AC_02579;A320;841.72;34576.0;2708.94;4997.0
AC_02580;A320;889.72;34439.0;2398.45;4590.0
AC_02581;A320;935.59;34399.0;2830.81;4106.0
AC_02582;Cessna172;817.72;34453.0;2428.14;5257.0
AC_02583;Cessna172;919.6;33821.0;2681.07;5560.0
AC_02584;B737;835.92;34793.0;2662.04;4515.0
AC_02585;B787;805.7;33781.0;2500.8;3728.0
AC_02586;B737;862.48;35447.0;2282.75;5465.0
AC_02587;A350;792.12;34953.0;2491.73;5543.0
AC_02588;A320;873.6;33599.0;2357.77;5582.0
AC_02589;A320;1007.48;34826.0;2578.99;4889.0
AC_02590;A320;905.28;36086.0;2626.75;3489.0
AC_02591;B737;844.76;30487.0;1908.82;4142.0
AC_02592;B737;902.61;36156.0;2601.3;5900.0
AC_02593;A320;803.42;32547.0;3377.58;4055.0
AC_02594;B737;811.82;34082.0;2404.97;5490.0
AC_02595;Cessna172;846.14;29341.0;2796.68;4285.0
AC_02596;Cessna172;854.39;36131.0;2722.59;4215.0
AC_02597;B737;785.33;33520.0;2007.31;6278.0
AC_02598;A320;834.68;34000.0;2649.31;6304.0
AC_02599;B737;842.77;35181.0;2247.81;5114.0
AC_02600;B737;927.1;31058.0;2440.75;4661.0
AC_02601;B737;785.33;35124.0;2062.21;5722.0
AC_02602;A350;780.7;36296.0;2632.68;3894.0
AC_02603;Cessna172;858.79;35348.0;2397.69;5848.0
AC_02604;B787;907.54;34212.0;2903.59;6414.0
AC_02605;B787;877.58;35082.0;2092.12;5406.0
AC_02606;A350;865.13;34849.0;2772.61;4186.0
AC_02607;B737;835.57;36517.0;2626.41;6067.0
AC_02608;A350;883.81;37510.0;2242.5;5219.0
AC_02609;A350;891.34;34178.0;2036.32;4902.0
AC_02610;A320;837.13;35463.0;2413.03;4322.0
AC_02611;Cessna172;802.57;33665.0;2571.0;4202.0
AC_02612;B787;802.89;35833.0;2180.33;5807.0
AC_02613;B737;893.94;35920.0;2215.3;4947.0
AC_02614;B787;772.79;34666.0;2797.14;4939.0
AC_02615;B787;933.85;36038.0;2265.55;5088.0
AC_02616;Cessna172;827.19;35006.0;2673.97;3633.0
AC_02617;B787;865.48;34904.0;2865.66;4985.0
AC_02618;B787;885.09;33239.0;2258.72;4995.0
AC_02619;A350;815.82;35344.0;2125.14;6047.0
AC_02620;Cessna172;827.01;33844.0;2761.6;5579.0
AC_02621;A320;856.6;36739.0;2410.35;4150.0
AC_02622;B737;807.31;33314.0;2368.36;4725.0
AC_02623;B787;796.62;35538.0;2928.59;5732.0
AC_02624;B737;801.11;34479.0;2419.65;4088.0
AC_02625;A320;910.46;35533.0;2583.3;6187.0
AC_02626;B737;869.9;34883.0;2016.56;4972.0
AC_02627;A320;810.34;33364.0;2477.09;5375.0
AC_02628;A350;893.64;37188.0;2235.62;4691.0
AC_02629;B787;813.11;33226.0;2347.91;4681.0
AC_02630;A320;752.48;36285.0;2330.24;4355.0
AC_02631;B737;884.84;31603.0;2890.42;6076.0
AC_02632;B787;932.31;34422.0;2301.06;5414.0
AC_02633;A350;877.9;38058.0;2339.57;4323.0
AC_02634;B787;755.63;34449.0;2960.36;5494.0
AC_02635;A320;848.82;35193.0;2392.95;5658.0
AC_02636;A350;836.27;38205.0;2313.87;5757.0
AC_02637;B737;868.91;34714.0;2830.01;5197.0
AC_02638;A350;807.64;35518.0;2504.78;5120.0
AC_02639;A350;833.33;36209.0;2526.32;4348.0
AC_02640;Cessna172;779.0;32241.0;2589.67;5932.0
AC_02641;A350;861.09;34029.0;2901.88;5467.0
AC_02642;A350;780.86;35260.0;2189.81;5692.0
AC_02643;B787;871.87;31808.0;2843.33;3682.0
AC_02644;B737;812.47;37740.0;2051.88;5670.0
AC_02645;B787;692.93;36513.0;2255.39;5018.0
AC_02646;B787;889.69;36215.0;2231.01;5579.0
AC_02647;A320;874.7;37640.0;2457.69;4161.0
AC_02648;B787;917.65;36446.0;2274.93;6269.0
AC_02649;Cessna172;745.49;34540.0;2881.3;4544.0
AC_02650;Cessna172;817.27;31736.0;2656.03;5806.0
AC_02651;A320;856.58;33638.0;2495.61;4857.0
AC_02652;B737;878.59;33696.0;2236.55;6295.0
AC_02653;B737;776.86;36238.0;2920.41;5208.0
AC_02654;B787;871.57;35162.0;2529.51;6319.0
AC_02655;B787;821.41;31869.0;2424.76;4951.0
AC_02656;B787;757.25;36730.0;2459.18;4221.0
AC_02657;B737;812.47;37659.0;2433.43;5207.0
AC_02658;A350;875.72;37951.0;2753.83;4907.0
AC_02659;Cessna172;759.34;32740.0;2839.11;4577.0
AC_02660;A350;881.85;35643.0;2222.22;5870.0
AC_02661;A350;864.17;32987.0;2304.31;4053.0
AC_02662;B737;837.31;38878.0;2319.28;6338.0
AC_02663;A350;768.24;35061.0;2595.96;4870.0
AC_02664;A320;772.25;34260.0;2799.42;4047.0
AC_02665;B787;830.08;33892.0;2088.09;5273.0
AC_02666;A320;793.75;35668.0;2186.09;5128.0
AC_02667;Cessna172;833.31;36031.0;2396.92;4892.0
AC_02668;B787;895.31;31704.0;2660.13;4559.0
AC_02669;A350;836.35;37794.0;2217.71;5920.0
AC_02670;Cessna172;834.98;35942.0;2384.18;5378.0
AC_02671;B787;835.02;37778.0;2283.56;4660.0
AC_02672;A350;900.67;38421.0;2727.25;5279.0
AC_02673;A320;914.67;34801.0;2467.14;4454.0
AC_02674;B787;871.1;36714.0;2281.39;5685.0
AC_02675;A350;856.83;33848.0;2147.1;6468.0
AC_02676;A320;861.48;34065.0;2381.19;5775.0
AC_02677;Cessna172;921.4;38145.0;2420.81;4538.0
AC_02678;Cessna172;873.81;33522.0;2754.19;4326.0
AC_02679;Cessna172;926.12;35393.0;2805.45;5069.0
AC_02680;Cessna172;829.05;33184.0;2145.08;3873.0
AC_02681;B737;783.22;33689.0;2795.37;5640.0
AC_02682;B787;816.55;33990.0;2713.78;5466.0
AC_02683;B787;821.86;37894.0;2340.69;4893.0
AC_02684;B737;930.23;36028.0;2727.38;4797.0
AC_02685;A350;886.82;36684.0;2262.36;4923.0
AC_02686;A350;818.13;31386.0;2621.69;6093.0
AC_02687;Cessna172;890.42;35069.0;3227.57;4716.0
AC_02688;A320;843.52;34235.0;2569.16;4163.0
AC_02689;A350;931.73;35985.0;2397.47;4453.0
AC_02690;A320;833.31;39813.0;2105.86;5693.0
AC_02691;B787;773.06;30219.0;2524.63;4327.0
AC_02692;A320;840.66;35799.0;2799.37;5839.0
AC_02693;B787;833.34;39410.0;2287.19;4859.0
AC_02694;B737;782.84;33980.0;2662.28;3745.0
AC_02695;B737;879.3;35300.0;2421.0;5524.0
AC_02696;Cessna172;921.24;36353.0;2380.46;4810.0
AC_02697;A350;793.88;30688.0;2646.79;5260.0
AC_02698;Cessna172;898.64;35532.0;1932.04;4564.0
AC_02699;B787;819.67;33412.0;2442.6;5862.0
AC_02700;Cessna172;848.76;39096.0;2796.12;5312.0
AC_02701;A320;843.51;34585.0;2444.56;6516.0
AC_02702;B787;848.76;33579.0;2502.1;5497.0
AC_02703;B737;873.65;36693.0;2460.18;4837.0
AC_02704;A350;798.79;35976.0;3073.79;4395.0
AC_02705;B787;914.67;36792.0;2615.45;4008.0
AC_02706;B787;875.18;38821.0;2117.18;4910.0
AC_02707;A320;891.78;33830.0;2240.21;4937.0
AC_02708;A350;811.0;38438.0;2528.18;6114.0
AC_02709;B737;794.26;38755.0;2877.36;4712.0
AC_02710;B787;909.14;33463.0;2698.33;5710.0
AC_02711;B787;792.11;33657.0;2797.71;4925.0
AC_02712;A320;857.47;35094.0;2161.07;6324.0
AC_02713;Cessna172;900.95;34601.0;2689.23;3904.0
AC_02714;B737;843.66;38418.0;2278.66;5946.0
AC_02715;A350;908.5;33272.0;2464.0;4651.0
AC_02716;B787;836.42;35489.0;2755.03;5624.0
AC_02717;B787;786.13;33469.0;2329.41;6100.0
AC_02718;B737;868.71;35217.0;2067.91;4754.0
AC_02719;Cessna172;859.91;39283.0;2389.57;4233.0
AC_02720;B787;984.4;38646.0;2536.32;4165.0
AC_02721;B737;802.74;35757.0;2704.87;4402.0
AC_02722;A320;837.41;36260.0;2233.27;3300.0
AC_02723;Cessna172;813.46;35943.0;2333.77;4841.0
AC_02724;A350;842.88;34392.0;2564.57;5455.0
AC_02725;B787;840.86;38833.0;2663.75;5172.0
AC_02726;B737;806.39;37639.0;2560.87;4735.0
AC_02727;A320;873.41;35469.0;2456.04;4379.0
AC_02728;A350;839.29;34566.0;2278.14;4600.0
AC_02729;B737;917.27;34696.0;2766.14;5199.0
AC_02730;B737;817.57;35678.0;2864.06;5578.0
AC_02731;A350;943.07;34930.0;2324.67;3953.0
AC_02732;A320;863.79;37279.0;2357.68;5110.0
AC_02733;A320;913.57;35958.0;2705.1;5186.0
AC_02734;Cessna172;855.77;33093.0;2550.19;4340.0
AC_02735;B787;810.97;32707.0;2674.57;5383.0
AC_02736;A350;836.82;36982.0;2581.3;5653.0
AC_02737;A350;780.66;32687.0;2613.92;4601.0
AC_02738;A350;844.42;34303.0;2377.84;4393.0
AC_02739;A320;858.6;34121.0;1900.61;6509.0
AC_02740;B787;852.29;32523.0;2558.0;5560.0
AC_02741;Cessna172;916.51;35620.0;2706.98;5126.0
AC_02742;B737;842.54;34752.0;2585.75;4528.0
AC_02743;B737;755.3;33724.0;2276.2;4459.0
AC_02744;A350;1027.2;39170.0;2326.36;5401.0
AC_02745;B787;815.47;30138.0;3237.13;4424.0
AC_02746;A320;898.44;33273.0;2605.53;4394.0
AC_02747;B787;774.79;33847.0;1795.68;4906.0
AC_02748;B787;862.26;32283.0;2327.73;5447.0
AC_02749;A320;810.27;39516.0;2434.89;6235.0
AC_02750;A350;708.87;39495.0;2128.49;5168.0
AC_02751;B787;835.86;33631.0;2461.05;4425.0
AC_02752;B737;847.5;37537.0;2352.12;4813.0
AC_02753;A320;839.06;36193.0;2558.76;5913.0
AC_02754;Cessna172;862.16;38312.0;2414.56;5842.0
AC_02755;A350;836.52;34786.0;2289.99;5873.0
AC_02756;A320;853.46;35863.0;2398.35;5710.0
AC_02757;Cessna172;858.51;37805.0;2754.12;6340.0
AC_02758;Cessna172;848.24;37499.0;2519.22;5145.0
AC_02759;B787;841.46;35303.0;2435.44;5526.0
AC_02760;B787;805.32;33115.0;2605.37;4435.0
AC_02761;B787;879.72;33473.0;2499.52;5163.0
AC_02762;A320;835.85;31302.0;2168.03;5191.0
AC_02763;A320;831.81;36575.0;2705.96;5552.0
AC_02764;A350;875.61;35424.0;2312.69;4562.0
AC_02765;B787;860.6;35579.0;2397.23;3904.0
AC_02766;Cessna172;815.09;34950.0;2045.93;4593.0
AC_02767;B737;912.53;32713.0;2746.58;5743.0
AC_02768;A350;790.54;35625.0;2537.4;4851.0
AC_02769;A320;798.43;36211.0;2585.46;5329.0
AC_02770;A350;883.42;33264.0;2744.14;4581.0
AC_02771;A350;937.56;34943.0;2746.72;5728.0
AC_02772;A350;821.13;33703.0;2288.71;4926.0
AC_02773;A350;870.64;34569.0;2503.64;4916.0
AC_02774;B737;790.38;32729.0;2474.24;5929.0
AC_02775;B787;803.55;34464.0;2445.82;6104.0
AC_02776;Cessna172;906.61;38255.0;2258.65;5943.0
AC_02777;A350;868.29;33996.0;2927.51;4770.0
AC_02778;A350;908.16;33638.0;2804.25;4584.0
AC_02779;A350;904.32;33764.0;2633.03;4362.0
AC_02780;B787;745.52;34620.0;2907.04;3958.0
AC_02781;A320;790.2;38585.0;2642.33;4347.0
AC_02782;A320;863.72;37811.0;2409.07;4406.0
AC_02783;B737;765.15;34713.0;2373.56;4117.0
AC_02784;A320;797.28;33714.0;2615.72;3938.0
AC_02785;A350;921.35;31478.0;2086.56;4087.0
AC_02786;A350;822.92;33177.0;2760.0;4964.0
AC_02787;A350;885.51;31051.0;2011.46;5308.0
AC_02788;B737;848.59;36480.0;2830.71;5247.0
AC_02789;A350;816.0;37671.0;2649.01;4635.0
AC_02790;A320;766.79;34250.0;3085.22;4756.0
AC_02791;B787;861.67;35768.0;2554.02;5257.0
AC_02792;B787;922.73;32822.0;2696.79;5135.0
AC_02793;Cessna172;817.42;31120.0;2709.1;5393.0
AC_02794;A320;853.43;35111.0;2234.33;4326.0
AC_02795;A350;774.01;35767.0;2179.79;6214.0
AC_02796;B787;816.39;38408.0;2219.87;5442.0
AC_02797;A320;867.04;39126.0;2490.18;5520.0
AC_02798;B787;887.19;34443.0;2497.82;4257.0
AC_02799;A350;877.8;36824.0;2510.22;4241.0
AC_02800;B787;748.42;35630.0;2648.25;4512.0
AC_02801;Cessna172;827.15;35005.0;2277.15;5516.0
AC_02802;Cessna172;801.64;34925.0;2751.7;4190.0
AC_02803;B787;834.55;34710.0;2629.16;5313.0
AC_02804;A320;844.44;34796.0;2974.21;6021.0
AC_02805;A320;903.32;38313.0;2629.28;4505.0
AC_02806;A320;864.76;35429.0;2479.16;4344.0
AC_02807;B787;920.89;38484.0;3144.24;4488.0
AC_02808;A320;815.02;33203.0;2474.81;4885.0
AC_02809;A350;779.15;29335.0;2586.85;5665.0
AC_02810;Cessna172;922.76;34074.0;2630.36;5708.0
AC_02811;A350;871.67;33328.0;2779.32;5559.0
AC_02812;A320;812.84;32013.0;2525.65;3639.0
AC_02813;A350;871.89;37601.0;3330.11;4869.0
AC_02814;A320;891.76;32327.0;2328.01;4382.0
AC_02815;B787;855.96;36166.0;2946.87;5283.0
AC_02816;A350;813.55;39028.0;2061.29;5630.0
AC_02817;B787;827.94;32700.0;2204.64;4651.0
AC_02818;B787;864.53;34538.0;2033.13;6345.0
AC_02819;B737;859.94;37705.0;2222.43;4366.0
AC_02820;A320;910.61;34169.0;2009.19;5372.0
AC_02821;Cessna172;836.2;35665.0;2532.46;6501.0
AC_02822;A320;801.81;36279.0;2232.13;5643.0
AC_02823;Cessna172;978.85;35347.0;2954.44;5416.0
AC_02824;A320;858.72;34103.0;2650.8;4881.0
AC_02825;B787;891.71;33438.0;2519.99;5428.0
AC_02826;A350;876.09;32810.0;2579.73;4614.0
AC_02827;A350;859.33;36193.0;2693.81;5790.0
AC_02828;B737;838.61;33684.0;2857.82;4493.0
AC_02829;Cessna172;709.81;37392.0;2350.83;4826.0
AC_02830;Cessna172;796.84;38178.0;2295.52;4412.0
AC_02831;Cessna172;866.46;32686.0;2624.43;4760.0
AC_02832;B787;714.05;36476.0;2970.68;4679.0
AC_02833;Cessna172;853.58;39118.0;2091.42;3589.0
AC_02834;A350;883.06;33289.0;2619.76;5023.0
AC_02835;B787;891.66;37401.0;2887.29;4661.0
AC_02836;A320;879.91;36124.0;2684.69;4083.0
AC_02837;Cessna172;897.92;36921.0;2599.61;4521.0
AC_02838;Cessna172;930.28;33487.0;2662.11;5253.0
AC_02839;A320;904.81;38810.0;3041.01;3758.0
AC_02840;Cessna172;859.84;33661.0;2738.49;4888.0
AC_02841;A320;843.27;36281.0;2034.66;5802.0
AC_02842;B787;855.73;34874.0;2474.63;4697.0
AC_02843;A350;836.23;36073.0;2526.27;6024.0
AC_02844;A320;905.88;33033.0;2807.76;5753.0
AC_02845;B737;878.61;32545.0;2524.98;5255.0
AC_02846;A320;830.95;35574.0;2504.81;4983.0
AC_02847;Cessna172;916.2;34265.0;2512.81;5005.0
AC_02848;B787;835.41;34197.0;2571.96;5343.0
AC_02849;B787;802.71;36090.0;2471.98;6399.0
AC_02850;A320;849.46;32011.0;2374.26;5351.0
AC_02851;A350;808.79;37414.0;2455.69;6042.0
AC_02852;B737;896.81;35239.0;2591.54;4189.0
AC_02853;B787;807.73;36526.0;2686.2;4622.0
AC_02854;Cessna172;844.23;36055.0;3320.93;5012.0
AC_02855;Cessna172;896.99;36165.0;2101.23;5940.0
AC_02856;A350;814.39;32603.0;2676.15;3746.0
AC_02857;B787;870.56;37329.0;2942.73;7112.0
AC_02858;A320;801.33;35546.0;2267.95;5000.0
AC_02859;Cessna172;862.22;34050.0;2705.4;5825.0
AC_02860;A350;878.36;34749.0;2390.54;4989.0
AC_02861;B787;847.89;35724.0;2345.08;4429.0
AC_02862;B787;851.68;35360.0;2280.06;6199.0
AC_02863;B787;872.2;36194.0;2472.79;4865.0
AC_02864;B787;835.97;38307.0;2461.54;4493.0
AC_02865;B787;894.48;32927.0;2725.99;5269.0
AC_02866;Cessna172;918.56;36501.0;2066.76;5417.0
AC_02867;A350;803.71;34785.0;2755.01;5234.0
AC_02868;B787;938.35;37285.0;2748.34;5291.0
AC_02869;B737;834.83;38251.0;2592.68;5266.0
AC_02870;B737;949.72;35392.0;3186.34;5863.0
AC_02871;A350;835.5;36242.0;2870.03;5040.0
AC_02872;A320;885.37;37432.0;2349.73;4546.0
AC_02873;A320;885.1;36996.0;2143.15;5506.0
AC_02874;A320;830.63;37514.0;2293.65;3275.0
AC_02875;B737;853.63;34404.0;2325.7;5421.0
AC_02876;A320;922.0;33966.0;1951.54;6055.0
AC_02877;Cessna172;833.89;32728.0;2648.28;5533.0
AC_02878;B787;829.12;34609.0;2105.84;3888.0
AC_02879;B737;792.33;34832.0;2569.91;6010.0
AC_02880;A350;928.38;34713.0;2781.36;4613.0
AC_02881;A350;825.96;35984.0;2919.84;5140.0
AC_02882;B787;910.0;36037.0;2424.58;5903.0
AC_02883;B737;819.93;34869.0;2285.12;4567.0
AC_02884;A320;908.43;35694.0;2900.92;5097.0
AC_02885;A320;890.33;36653.0;2951.93;4087.0
AC_02886;Cessna172;838.58;33402.0;2704.79;4870.0
AC_02887;Cessna172;813.29;36866.0;2292.43;4183.0
AC_02888;A320;817.35;33777.0;2104.91;5338.0
AC_02889;A350;816.71;37878.0;2834.87;3985.0
AC_02890;A350;903.26;35332.0;2481.51;4937.0
AC_02891;Cessna172;858.01;35128.0;2871.93;4603.0
AC_02892;B787;794.24;31421.0;2300.43;4499.0
AC_02893;A320;837.39;36316.0;2832.61;5771.0
AC_02894;Cessna172;843.45;35190.0;2922.25;4248.0
AC_02895;Cessna172;743.05;35348.0;2427.39;4620.0
AC_02896;A320;840.17;34814.0;2592.58;5134.0
AC_02897;A320;886.16;36250.0;2151.64;5450.0
AC_02898;A350;843.12;36651.0;2159.2;3736.0
AC_02899;B787;862.72;35968.0;2595.19;4875.0
AC_02900;B787;874.23;37634.0;2337.95;5530.0
AC_02901;A320;832.87;33561.0;2572.21;6165.0
AC_02902;B737;886.54;33814.0;2549.15;5022.0
AC_02903;Cessna172;922.87;35813.0;2695.75;4020.0
AC_02904;Cessna172;773.81;36324.0;2658.91;4991.0
AC_02905;A320;832.76;36033.0;2776.17;4663.0
AC_02906;B737;966.48;32425.0;2568.1;5238.0
AC_02907;A350;858.53;32595.0;2592.19;6289.0
AC_02908;A320;848.26;34630.0;2499.38;4179.0
AC_02909;A320;837.1;31421.0;2814.92;5768.0
AC_02910;Cessna172;913.72;35522.0;3052.12;5632.0
AC_02911;A320;803.05;34850.0;2724.9;5458.0
AC_02912;A320;896.31;33171.0;2649.24;5183.0
AC_02913;A320;836.16;33897.0;2434.8;6452.0
AC_02914;Cessna172;812.51;35219.0;2572.89;5903.0
AC_02915;A350;838.44;32013.0;2381.5;4591.0
AC_02916;A350;847.68;33793.0;2315.24;5034.0
AC_02917;A320;825.11;34473.0;2441.14;4240.0
AC_02918;Cessna172;905.64;34400.0;3036.89;5971.0
AC_02919;A350;812.9;34458.0;2474.57;5033.0
AC_02920;A350;857.0;37718.0;2987.02;3653.0
AC_02921;A350;876.87;36897.0;2208.36;3280.0
AC_02922;Cessna172;856.49;33714.0;2541.69;4609.0
AC_02923;Cessna172;888.61;32926.0;2716.21;4410.0
AC_02924;A320;828.32;34173.0;2731.65;4690.0
AC_02925;B787;881.13;37454.0;2175.1;4855.0
AC_02926;A350;882.61;30745.0;2135.27;5907.0
AC_02927;B787;898.41;35167.0;2685.83;5997.0
AC_02928;Cessna172;755.72;34384.0;2334.02;6563.0
AC_02929;Cessna172;875.45;37397.0;2690.34;6196.0
AC_02930;Cessna172;895.06;36962.0;2930.74;5441.0
AC_02931;B787;829.43;32064.0;2303.17;4019.0
AC_02932;Cessna172;822.61;37393.0;2343.34;5561.0
AC_02933;A320;814.93;30332.0;1892.15;3896.0
AC_02934;Cessna172;798.4;36225.0;2740.33;5232.0
AC_02935;B737;883.29;36404.0;3139.12;3958.0
